deceptive,hotel,polarity,source,text
truthful,talbott,negative,Web,"I was looking forward to our stay at this hotel, having heard all the good things about it. Unfortunately, it was a very disappointing experience, to say the least. But let me start with the things I love about this hotel. First, it’s located in my favorite part of Chicago—the leafy, affluent part of the city that’s Manhattan’s Upper East Side, with its sidewalks, quiet tree-lined streets, real old-fashioned townhouses (instead of the ugly, towering monstrosities that are 21st-century condominiums), cute boutiques (instead of Gap, Banana Republic, and other mass-produced mass-market brands), and, of course, Hermès of Paris (which deserves a separate mention). I also love the small, intimate lobby with old leather couches, cherry-colored wood furniture, rugs, and distinct artwork. This is why I always tend to gravitate toward small boutique hotels over impersonal chains. I absolutely love the room. While space isn’t as much of a concern in Chicago as it is in Manhattan, securing a 400-square-foot guest room for our weekend getaway is no easy feat. So we were thrilled to see that our room came with a spacious and generous bathroom, double sinks, a massive king-size bed AND plenty of space to walk around, do a chicken dance, and show off my Hervés and Louboutins. My only reservation was the lack of natural light—the windows were definitely not enough to let sunlight into our 11th-floor room, but then again, Delaware St isn’t exactly the widest street in the city and there are buildings in front of us, so you can’t have it all! Still, one thing that really disappointed us was the service, or lack thereof. I mean, seriously. It's not called the hospitality industry for nothing. I pay a premium to stay at smaller boutique hotels like this one, so I get a little more personalized service than I would get at a 3,000-room hotel in Las Vegas. I first called to reconfirm my reservation. The lady on the phone was anything but courteous and knowledgeable. First, she couldn't find my reservation and I was transferred to the front desk, who I had to explain myself to again (my pet peeve when it comes to phone customer service). The front desk person was not friendly, nor knowledgeable either. For example, he had to send the piece of paper on which I agree to the nightly rate and length of stay to the room after we checked in, which clearly indicated that he must have forgotten when we were actually there. But the real problem was when we ordered room service after we checked in—it was about 1 a.m. I’m never a big fan of room service as a rule, having had my fair share of bad food that was charged 18% gratuity and 10.5% tax (and still expected to be tipped) during my globetrotting days on the company expense account. Think overcooked steaks, lukewarm soup, bread hard enough to knock someone out, and ice cream that was already half-melted by the time it arrived in your suite. So I didn’t really expect hotels as small as Talbott to offer 24-hour room service, but lo and behold, they did. I placed an order for a chicken BLT sandwich, which (much to my initial delight) arrived within 20 minutes. Then, after the usual bill and the unintentional but customary $2 tip on top of the 18% service charge (see above), I opened the lid to find something that looked like it had been picked out of the trash, microwaved, and served on a plate with a bag of Lay's chips (lightly salty flavor). The bread looked like it had been stepped on, the L and T looked 2 days old, the B was unrecognizable, and the chicken was burnt and cold. This was pathetic room service at its finest. We managed to get this item removed from our bill (rightfully so), but the front desk person, instead of apologizing, was defiant. It was all very disappointing and for a hotel as high-end as this to be able to leave such a bad impression within the first hour of arrival is quite an accomplishment in itself. We will not be returning, unfortunately."
truthful,affinia,negative,Web,"We book this hotel as a last minute vacation planned on doing a little shopping and nightlife downtown. We where woken up at 6:00 in the morning with our bathroom flooded, this water was brown and all the clothing and our belongings left in the bathroom were dirty and sopping wet. We where moved to another room, but it was smaller then the orginal room we had gotten and paid for. The next day the housekeeping service never even came to change our sheets, coffee or towels, which is just horrible service. The service along with the orginal room where perfect, but we do not plan on ever spending another weekend in that flooding hotel."
truthful,affinia,negative,Web,"We booked this hotel last minute for a vacation to do some shopping and a night out on the town. We woke up at 6am to our bathroom flooded, the water was brown and all the clothes and belongings left in the bathroom were dirty and soaking wet. We were moved to another room but it was smaller than the original room we had gotten and paid for. The next day housekeeping didn't even come to change our sheets, coffee or towels which is horrible service. The service as well as the original room was perfect but we don't plan on spending another weekend in this flooded hotel."
truthful,ambassador,negative,Web,"iodine was initially very excited to be staying at the Ambassador East hotel. The photos online appeared very classy and upscale and I thought staying there would be a pleasant experience. Upon arrival I was very disappointed - the main lobby was closed for construction making it somewhat difficult to get around. Our room was very dated - old furnishings and linens, damaged tile - it fell quite short for the high price we paid. It is an older building with very thin walls allowing you to clearly hear all other guests in surrounding rooms and also the lovely slam of doors of departing guests in the morning. Doorways are extremely narrow in hallways and room - gives a very claustrophobic feel to the hotel."
truthful,ambassador,negative,Web,"At first I was very excited to stay at the Ambassador East Hotel. The pictures online looked very elegant and upscale and I thought it would be a pleasant experience. When I arrived I was very disappointed: the main lobby was closed for renovations, which made it somewhat difficult to get around. Our room was very dated: old furniture and linens, damaged tiles, which was not at all worthy of the high price we paid. It is an old building with very thin walls that allow you to clearly hear all the other guests in the surrounding rooms and also the lovely slamming of doors as guests leave in the morning. The doors are extremely narrow in the hallways and rooms, which makes the hotel feel claustrophobic."
truthful,affinia,negative,Web,"We connect to Affinia Chicago thorugh a city websight. The deal was fair for a downtown hotel on the main drag with an attractiion included. There was information out there that the hotel was being overhauled although we did not pay much attention to that. They are currently under major construction. They will be a little late of their projections in the finish date. I must say that the staff tried very hard to make our stay comfortable under very difficult circumstances. The room was complete and was good. It had a very nice bathroom. The main lobbie and all hotel amenities are totally unfinished drywall with no food, drink, or rest room opportunities. The construction guys did their best to limit activity and noise to after 9:00am. I think this will be a good one once they are done. As of the end of May, they have a way yet to go."
truthful,affinia,negative,Web,"We contacted Affinia Chicago through a city website. The offer was reasonable for a downtown hotel on the main drag with an attraction included. There was information that the hotel was undergoing renovations, but we didn't pay much attention to it. They are currently under major construction. They will be a little behind their projected completion date. I have to say that the staff did their best to make our stay comfortable under very difficult circumstances. The room was complete and was nice. It had a very nice bathroom. The main lobby and all the amenities of the hotel are completely unfinished drywall with no food, drink, or opportunity to rest. The construction guys did their best to limit activity and noise after 9:00 am. I think it will be a good thing once they are finished. At the end of May, they still have a ways to go."
truthful,talbott,negative,Web,"iodine found this hotel in the 'Small Luxury Hotels of the World' booklet having stayed in many of these in recent years, and they were indeed above and beyond average hotels. I therefore chose it for a 4 night stay while visiting from England. The Talbott was excellently located, although i had a view of a building site, and did have an ambience and some charm, however it was a little dirty and faded around the edges and the service was appalling. I had to wait in the foyer well after check in time, having previously attempted to check in earlier, tired and in need of a rest, while a 'final check' was done to my room. The valet parking was not outside when requested, breakfast was not included in the price, all the things requested of reception did not occur, and there were very few touches which make a hotel stay special. I have stayed in hotels which are so much more elegant, where the staff and service are first rate for half the price of this hotel. I was severely disappointed and cannot recommend it at all."
truthful,talbott,negative,Web,"I found this hotel in the 'Small Luxury Hotels of the World' booklet after staying in many such hotels over the years, and they were indeed above and beyond average. So I chose this hotel for a 4 night stay whilst travelling around England. The Talbott was perfectly located, although overlooking a building site, and had ambience and charm, but it was a little dirty and shabby around the edges and the service was terrible. I had to wait in the lobby well after check-in time, having tried to check in early, tired and in need of a rest, whilst a 'final check' was carried out in my room. The valet service was not out when requested, breakfast was not included in the price, all the things requested at reception were not provided and there were very few of the details that make a hotel stay special. I have stayed in hotels that are so much more elegant, where the staff and service are top notch for half the price of this hotel. I was very disappointed and cannot recommend it at all."
truthful,ambassador,negative,Web,"hour_angle gone downhill so much we almost checked out. We stayed in the Dean Martin Celebrity Suite for 3 nights while entertaining customers in Chicago. We've stayed there for many years and while not up to date like the Four Seasons or the Peninsula, it has always been a comfortable and clean, service oriented hotel. Not only has room service been eliminated (if you want room service it comes from Marios Italian restaurant down the street, so is ONLY Italian), complimentary morning coffee is no longer available, mini bars have been removed from the rooms, etc. etc. The only restaurant, the Pump Room was closed for a private function on Saturday night, the bar also, so we weren't even able to have an after dinner drink with our guests. Surely the function was planned before we made our reservations, but we weren't told of it. We also learned that the bell staff (who have been there for 13 and 8 years) is being eliminated. So, in other words, anyting to do with 'service' is gone from this hotel. I hear they are going to begin renovations in December, but that is no excuse to let an old glory 'go to pot' in the meantime. We won't be staying here when we go back in July or for Thanksgiving. We even had to pay for internet. Mind you, our bill for 3 nights was 900.00+, no room service, no restaurant/bar charges. Highway robbery for what you get ow at the Ambassador East. Sad."
truthful,ambassador,negative,Web,"The hotel is in decline, we almost left. We stayed in the Dean Martin Celebrity Suite for 3 nights while hosting clients in Chicago. We have stayed there for many years and while it is not as state of the art as the Four Seasons or the Peninsula, it has always been comfortable, clean and service oriented. Not only has room service been eliminated (if you want room service, it comes from Marios Italian Restaurant down the street, so it is ONLY Italian), the complimentary morning coffee is no longer available, the minibars have been removed from the rooms, etc. etc. The only restaurant, the Pump Room, was closed for a private function Saturday night, as was the bar, so we didn't even get to have after dinner drinks with our guests. The function was probably planned before we made our reservations, but we were not informed. We also learned that the cabin staff (who have been there for 13 and 8 years) are being eliminated. So in other words, everything to do with ""service"" is gone from this hotel. I heard they were starting renovations in December, but that is no excuse to let an old glory ""go to hell"" in the meantime. We will not be staying here when we return in July or for Thanksgiving. We even had to pay for internet. Mind you, our bill for 3 nights was $900.00+, no room service, no restaurant/bar fees. Armed robbery for what you get at the Ambassador East. Sad."
truthful,hardrock,negative,Web,"iodine was scheduled to stay at the Hard Rock in June, but had to cancel. I had booked the hotel back in January. When I called six days before my arrival date to cancel, I was told that I would be charged for my stay because I did not cancel seven days in advance. I told the customer service rep that I had never heard of such a practice, but she said, in a very smug manner, that I was told back in January. I honestly don't remember being told of the cancellation policy, but think it is a unprofessional practice to capture some additional dollars since it is not an industry standard to require a seven day cancellation policy when you book directly with the hotel. I, for one, will never stay at a Hard Rock hotel and will make sure that my friends and business associaties know of this unfair practice."
truthful,hardrock,negative,Web,"I had planned to stay at the Hard Rock in June but had to cancel. I had booked the hotel in January. When I called six days before my arrival date to cancel, I was told that I would be charged for my stay because I had not cancelled seven days in advance. I told the customer service representative that I had never heard of such a practice, but she very smugly told me that I had been informed in January. Honestly, I don’t remember being informed of the cancellation policy, but I think it’s an unprofessional practice to get a few extra bucks, as it is not an industry standard to require a seven-day cancellation policy when booking directly with the hotel. I, for one, will never stay at a Hard Rock hotel and will make sure that my friends and business associates are aware of this unfair practice."
truthful,affinia,negative,Web,"This hotel be a shambles-furniture literally falling apart and a staff that is both rude and uninformed, nevermind the lack of security and the absence of the so-called amenities. The 'fitness center' is an oversized closet! We were appalled during our stay! Truly anticipated 'warm, Irish hospitality' and short of a barman, no one was Irish, warm or hospitable! Manager was unresponsive to our needs and front desk attendent was incredibly rude when we made a simple request. Her manager (?) refused to come out of the office when she called to ask them to speak with us. Room was pretty at first glance but when dresser drawers fell out and the major construction of the hospital next door began at 7:30am it is not the kind of experience anyone could tolerate. To call this a Red Roof Inn would be an insult to RRI! The manager that finally called us back was soooo fake and insincere that we would have prefered no call at all. The only thing they have going for them is the location but its not worth the trade-off."
truthful,affinia,negative,Web,"This hotel is a complete mess, furniture is literally falling apart, staff is both rude and uninformed, not to mention the lack of security and the absence of so-called amenities. The ""fitness center"" is an oversized closet! We were appalled during our stay! We were fully expecting ""warm Irish hospitality"" and other than one bartender, no one was Irish, warm or hospitable! The manager was unresponsive to our needs and the receptionist was incredibly rude when we made a simple request. Her manager (?) refused to come out of the office when she called to ask them to speak to us. The room was nice at first glance, but when the dresser drawers fell out and major construction at the nearby hospital started at 7:30 in the morning, this is not the kind of experience one would tolerate. Calling this hotel a Red Roof Inn would be an insult to RRI! The manager who finally called us back was so fake and insincere that we wished we hadn't called at all. The only thing going for them is their location, but it's not worth the tradeoff."
truthful,talbott,negative,Web,"If location be the only thing that matters, stay at the Talbott. However, my wife and I have travelled extensively throughout North America and Europe, and I have never, in my entire life, seen such an inept housekeeping staff. They are unprofessional, noisy, incompetent and better suited for a one star hotel. They were yelling in the halls, slamming doors, and taking far too long to clean each room. They come to your room several times to check the fridge where they sell bottles of water for $3. The hotel was being renovated when we were staying there so we also had to endure the construction work - no discount was offered even after we complained several times. The front desk staff was very polite, but who cares?They're supposed to be nice. I spent a lot of money to stay here and did not feel that I received a fair deal. The room was sub-par for the price, even for an inner city hotel. Stay somewhere else and have a better vacation."
truthful,talbott,negative,Web,"If location is all that matters, go to the Talbott. However, my wife and I have traveled extensively throughout North America and Europe, and I have never in my life seen such incompetent housekeeping staff. They are unprofessional, loud, incompetent, and better suited to a one-star hotel. They yell in the hallways, slam doors, and take way too long to clean each room. They come into your room multiple times to check the refrigerator where they sell $3 bottled water. The hotel was under renovation when we stayed, so we had to endure the construction as well - no discount was offered even after complaining multiple times. The front desk staff was very polite, but who cares? They are supposed to be nice. I spent a lot of money to stay here and did not feel like I got a fair deal. The room was below average for the price, even for a downtown hotel. Go somewhere else and have a better vacation."
truthful,ambassador,negative,Web,"We travel to Chicago to visit with our daughter who lives in the city. To our suprise what once was a lovely older hotel is now under major renovations. Gone is the lobby and gusts are required to walk down to the basement to get the one... elevator that is working to the second floor to register. Our first room was recently renovated.....stark white walls, no amenities at all. Guests had to enter the room and find their way to the bed to turn on the light to the room. Modern furniture includes a bed that is close to the groud, a cold blck slab functioning a a desh and metal chair. No fride, coffee maker, iron, or even a picture on the stark white walls. We asked to change our room and then were put in one of the older suites on the 15th floor. While this room was attractive, we were greeted to jack hammers at 8 every morning. The staff were all very nice but the accommodations were lacking. lake shore drive"
truthful,ambassador,negative,Web,"We went to Chicago to visit our daughter who lives in the city. To our surprise, what was once a charming old hotel is now undergoing major renovation. The lobby is gone and guests must go down to the basement to take the elevator that runs to the second floor to check in. Our first room was newly renovated...stark white walls, no amenities at all. Guests had to enter the room and find their way to the bed to turn on the room light. The modern furnishings include a bed low to the ground, a cold black slab for a desk and a metal chair. No refrigerator, coffee maker, iron, or even a picture on the stark white walls. We asked to be moved and were placed in one of the older suites on the 15th floor. While this room was attractive, we were greeted by jackhammers at 8am every morning. The staff was very nice, but the accommodations were lacking. Lake Shore Drive"
truthful,hardrock,negative,Web,"not worth the price, even a little bit. A week prior to scheduled check-in, receiving an email for a room upgrade and accepting, of course, upon arrival, nobody knows about it. Typical. After nobody was doing anything about it, I notified them of this stay's review will be posted on the newly-developing TheChicagoCritic . Com, all of a sudden they figured out the problem and even offered an early check-in. Too little, Too late. Very small room with 2 queens instead of the 'Select King' I was supposed to have. Windows didnt open, TV took forever to change channels and the bathroom fan was not controllable. The faboulous Lodge Net system that every hotel in the world uses for ease of checkout for guests, well there was no check out feature. This shit hole couldn't hold a candle to the Las Vegas Hard Rock!"
truthful,hardrock,negative,Web,"Not worth the money, not even a little bit. A week before scheduled check-in, get an email for a room upgrade and accept, of course, upon check-in, no one knows. Typical. After no one did anything about it, I informed them that the review of this stay will be posted on the new TheChicagoCritic.com, all of a sudden they figured it out and even offered an early check-in. Too little, too late. Very small room with 2 queen beds instead of the ""Select King"" I was supposed to have. Windows wouldn't open, TV took forever to change channels, and the bathroom fan was uncontrollable. The fabulous Lodge Net system that every hotel in the world uses to make checking out easy, well, there was no check-out feature. This shithole couldn't hold a candle to the Hard Rock in Las Vegas!"
truthful,affinia,negative,Web,"I've be here for 4 days. Great location right off of miracle mile, near all major hotels, best shopping and theatres. Rooms very large. Hotel staff very friendly and helpful, and respond immediately. Problems: there frequently are homeless people (even during daylight) on Superior between St. Clair and Michigan Avenue (the main route you walk for or all activities, and just about everything is in walking distance from here). At night, the street on the north side of Superior is dark, and it usually smells strongly of several unpleasant odors. The street people do not approach you, although they may stare as you go by. Usually 2 or more along the way, where they sleep on the window sills of Neiman Marcus. I would not think a woman would feel safe by herself. (I am from a large city and do not have a street people phobia.) There are homeless up and down Michigan Street, but this is different as it's a lonely stretch and no open business is along either side of the street. The entire hotel needs a lot of cosmetic work, and apparently will soon undergo a major renovation. For now, expect two extremely small, warm, slow elevators with long waits serving 17 floors and warm, cramped hallways! All the walls throughout the hotel need painting, and the wallpaper is peeling in places. In the room, several electrical outlets were hanging out of the connection, the carpets were stained, the bathrooms needed new grout (some mold visible), the TV is very small (16 Inch?) and the windows very, very dirty. You won't get your room serviced unless you ask for it, sometimes more than once. The 'pub ' downstairs is run down, dark and kind of creepy. Food and room service are very expensive, as is parking ($34/day public and $38/day valet). On the plus side, the bed was very comfortable, there was ample comfortable furniture in the sitting area, plenty of space and a decent view as the hotels spans St. Clair street toward the north and south. You can see a sliver of Lake Michigan. Pool small, but clean. All in all, it was clean and quiet and provides lots of space for sitting around in the room, but I think it is overpriced, and I would not stay here again."
truthful,affinia,negative,Web,"I have been here for 4 days. Great location right off Miracle Mile, close to all the major hotels, best shopping and theaters. Very large rooms. Hotel staff is very friendly and helpful, and responds immediately. Problems: There are often homeless people (even during the day) on Superior between St. Clair and Michigan Avenue (the main road you walk to for all activities, and almost everything is within walking distance from here). At night, the street on the north side of Superior is dark and usually smells strongly of several unpleasant odors. The homeless do not approach you, although they may watch you walk by. Usually 2 or more along the path, where they sleep on the windowsills of Neiman Marcus. I don't think a woman would feel safe there alone. (I'm from a big city and I don't have a homeless phobia.) There are homeless people all along Michigan Street, but this is different because it's a lonely stretch and there are no open businesses on either side of the street. The entire hotel needs a lot of cosmetic work and apparently is going to undergo a major renovation soon. For now, expect two extremely small, hot, slow elevators with long waits serving 17 floors and hot, cramped hallways! Every wall in the hotel needs painting and the wallpaper is peeling in places. In the room, several electrical outlets were hanging off the connection, the carpets were stained, the bathrooms needed new caulking (some visible mold), the TV is very small (16 inch?) and the windows are very, very dirty. You will not be able to have your room cleaned unless you ask for it, sometimes more than once. The ""pub"" downstairs is run down, dark, and a little scary. The food and room service are very expensive, as is the parking ($34/day public and $38/day valet). On the plus side, the bed was very comfortable, there was plenty of comfy furniture in the sitting area, plenty of space, and a decent view as the hotel stretches north and south along St. Clair Street. You can see a sliver of Lake Michigan. The pool is small, but clean. Overall, it was clean and quiet and had plenty of seating space in the room, but I think it's overpriced and wouldn't stay there again."
truthful,hardrock,negative,Web,"This be a tough one to review... as the star ratings were from 1 star to 5 and had to figure out an average.... 2 is where it was. Here are my tips and props/complaints: Room: 1 Star. I had a corner suite. The room was pretty nasty actually (2703..STAY AWAY FROM IT!!!). There was a CONSTANT banging noise from above. When I first got in I thought it was the person above me bumping and grinding. After an hour, I knew even if it was someone high on speed and redbull would not be going that strong. Well, the sound continued on for 3 days. Not that I minded too much as I keep things on for white noise... but it sure would bug others. Also, there were about 10 cig burns on the carpet and sofa. In addition, it looked like someone left the iron on the sofa. Also, there is a gray furry pillow on the bed that looks like a big dead rat. I could not imagine all the DNA left on that thing either. *gags* Bathroom: Nice size but not great. The faucet was lose (really lose) and the toilet would not flush right. Service: Great. Everyone I encountered did a great job making me feel welcome. Good stuff. Food: I had meetings there, so experienced the breakfast and lunch they made. It was really good... much better than most hotels. Bar: Very cool. Good music, great service and good drinks. The scene was decent as well. Small bar, but was not cramped. So, maybe other rooms are nicer... well hell they better be. Regardless, if ONE room is like that (especially a 'suite'), I have to think others are like that as well. It is too bad though. The views are great and they actually have windows that open... big shocker for the city in general!"
truthful,hardrock,negative,Web,"This is a hard post to rate... because the star ratings were 1-5 and you had to find an average... 2 is where it was. Here are my tips and props/complaints: Room: 1 star. I had a corner suite. The room was pretty nasty actually (2703... STAY AWAY FROM THERE!!!). There was a CONSTANT banging noise coming from upstairs. When I first walked in I thought it was the person above me banging and grinding. After an hour I knew that even if it was someone high on drugs and Redbull it wouldn't be as loud. Well the noise continued for 3 days. Not that it bothered me because I keep things on for white noise... but it would definitely bother others. Also, there were about 10 cigarette burns on the carpet and couch. Also, it looked like someone left the iron on the couch. Also, there's a gray fur pillow on the bed that looks like a big dead rat. I also couldn't imagine all the DNA that was left on that thing. *gags* Bathroom: Nice size but not great. The faucet was loose (really loose) and the toilet didn't flush properly. Service: Great. Everyone I encountered did a great job of making me feel welcome. Good job. Food: I had meetings there so I tried the breakfast and lunch they made. It was really good... way better than most hotels. Bar: Very cool. Good music, great service, and good drinks. The scene was decent too. Small bar, but not cramped. So maybe other rooms are nicer... well, they better be. Anyway, if ONE room is like this (especially a ""suite""), I have to think others are too. It's a shame though. The view is great and they actually have windows that open... quite a shock to the city in general!"
truthful,talbott,negative,Web,"great front desk staff, the rest of the experience was dreadful. The room service staff have to be among the most poorly trained I have ever encountered. We had to ask FOUR times for the staff not to slam the supply closet, adjacent to our room (almost in the room itself). They do these random room checks for the minibar, as if the entire budget hinged on the sale of a can of $9 peanuts. The roomservice is also equipped with walkie-talkies as loud as megaphones. If you like sleeping in on your vacation, don't stay here. Also, the hotel was under massive construction, a detail that was conveniently excluded from the website. SO we had to take the elevator with construction workers just about every time we used it. No discount because of the work and noise. I'd rather sleep in a box in the alley."
truthful,talbott,negative,Web,"The front desk staff is great, the rest of the experience was terrible. The room service staff have to be some of the worst trained I have ever encountered. We had to ask the staff FOUR times not to slam the pantry, adjacent to our room (practically in the room itself). They do these random checks of the rooms for the minibar, as if the entire budget depends on selling a $9 can of peanuts. Room service also has walkie talkies that are as loud as megaphones. If you like to sleep on vacation, do not stay here. Also, the hotel was under massive construction, a detail that was conveniently left off the website. So we had to ride the elevator with the construction workers every time we used it. No discount for construction and noise. I prefer to sleep in a box in the aisle."
truthful,talbott,negative,Web,"iodine can easily say this is one of the worst hotels I've stayed at the. The receptionist up front was a snooty, sarcastic teenager or post teenager. You can get better service from a waiter or waitress at a diner. The room was dirty, stains on the carpet, the showerhead was moldy and rusted, the doors of the bathroom and main door all had dents and scratches. The towels had a horrible aroma. The hotel is very narrow, so we were near a construction zone so, I would plan on waking up at 6:am if you choose the Talbott. The next day, I asked for another room and the concierge who was a decent guy moved us to a larger more comfortable room. That room though was right by the elevator and it was torture hearing the sounds of the elevator which just would never stop. I asked for late checkout at 1pm and the receptionist refused stating that we would be charged for a half day, if were not out by noon. I had to speak to the manager who gave us till 1pm. Please stay away from this hotel, I think a Holiday Inn would be better. Andrew F. Gulli"
truthful,talbott,negative,Web,"I can easily say that this is one of the worst hotels I have ever stayed in. The receptionist at the front desk was a pretentious and sarcastic teenager or post-teen. You can get better service from a waiter or waitress at a restaurant. The room was dirty, stains on the carpet, the shower head was moldy and rusty, the bathroom doors and the main door all had dents and scratches. The towels smelled horrible. The hotel is very cramped so we were near a construction zone so I plan on waking up at 6am if you choose the Talbott. The next day I asked for another room and the concierge, who was a nice guy, moved us to a larger and more comfortable room. This room was however right next to the elevator and it was torture to hear the elevator noises that never stopped. I asked for a late check out at 1pm and the receptionist refused saying we would be charged for half a day if we were not out by noon. I had to speak to the manager who gave us until 1pm. Please stay away from this hotel, I think a Holiday Inn would be better. Andrew F. Gulli"
truthful,talbott,negative,Web,"any traveler who is loyal to a favorite hotel has experienced this sad truth: eventually the lodging deteriorates. But you do not expect the price to double and triple at the same time! I have been staying at the Talbott for several decades. Yes, changes have been made, like the updated heating and cooling systems and the front entrance, most recently. But other things have gone downhill. For the last several stays I have experienced very dirty carpets and slow service. Rates have skyrocketed and now they are asking for 3 night minimum stays on many occasions. This is the kind of rate structure one might expect from the 5 star hotels within spitting distance of The Talbott, but not this less-than-maintained lodging. I, personally, am shopping for a new home away from home."
truthful,talbott,negative,Web,"Any traveler who stays loyal to their favorite hotel has experienced this unfortunate reality: accommodations eventually deteriorate. But don’t expect the price to double or triple in the process! I’ve been staying at the Talbott for decades. Yes, there have been changes, like updated heating and air conditioning systems and the front entrance, more recently. But other things have deteriorated. In recent stays, I’ve encountered very dirty carpets and slow service. Rates have skyrocketed and now they often require a 3-night minimum stay. This is the kind of rate structure you’d expect from 5-star hotels right around the corner from the Talbott, but not from this poorly maintained accommodation. Personally, I’m looking for a new home away from home."
truthful,affinia,negative,Web,"I'd be searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. I thought I'd found a winner in the Affinia... SOO disappointed!! In spite of the fact that our reservation was for two adults, we arrived to find our room had a DOUBLE bed. What?! I was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. We were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. I was told that room service would call ME back to take my order...and nothing happened. I didn't want to be late to our event so we ended up going to the restaurant downstairs. Nothing special; entree, dessert and NAB for two still came out to $*...I am no hayseed, I'm WELL aware that everything costs more in Chicago, but this just wasn't worth it. Our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that 'rude awakening' lighting normally found in low-rent dressing rooms, i.e., 'Holy crap, have I looked that bad this whole time?!' If you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (I don't use these, but... come on). Nice enough ambience in the upstairs bar, but weak drinks... That night, our bed was so tiny and uncomfortable that I almost asked to switch rooms. But the Marathon was that weekend; the hotel was so busy I didn't want to be a pest. I can't believe I was so impressed with this place online. Next time I'll happily pay more to stay someplace that's actually a treat."
truthful,affinia,negative,Web,"I was looking for a nice, non-chain hotel for a weekend getaway with my boyfriend. I thought I had found a winner with the Affinia...SO disappointed!! Despite the fact that our reservation was for 2 adults, we arrived to find that our room had a DOUBLE bed. What?! I was stunned, but after a delayed flight and a 2 hour cab ride, I was too tired to fuss. We were hungry after all the delays and had an event planned that night, so we called room service hoping to keep it simple. I was told room service would call me back to take my order...and nothing happened. I didn't want to be late for our event, so we ended up going to the restaurant downstairs. Nothing special; appetizer, dessert, and NAB for two still came to $*... I'm not crazy, I KNOW everything costs more in Chicago, but it just wasn't worth it. Our room was near the elevator overlooking the parking lot... the bathroom was tiny, the shower curtain was stained, the toilet seat/lid was weird, and the vanity had that ""rude awakening"" lighting you normally get in cheap locker rooms, i.e. ""Holy crap, do I look so ugly all this time?!"" If you're a traveler who likes to use the in-room coffee maker, they charge for their chintz coffees (I don't use them, but... come on). The bar upstairs had a nice enough vibe, but the drinks were weak... Our bed that night was so small and uncomfortable that I almost asked to move rooms. But the Marathon was that weekend; the hotel was so busy i didn't want to be a nuisance. i can't believe i was so impressed with this place online. next time i will gladly pay more to stay somewhere that is truly a treat."
truthful,hardrock,negative,Web,"Our check-in Washington great, but then we got into our room. The carpet was drenched and stained near the bathroom because the shower (open concept) leaks water onto the floor since there are no doors on it. The mini bar was broken and put an extremely foul scent into the room. Our final hotel bill reflected 2 charges that were incorrect....1 for the mini bar which we did not utilize, and the second was an up charge for a bottle of wine ($69 instead of $50). When my husband went to the front desk to have it corrected, he was met with a very unfriendly and unapologetic employee. It was adjusted, but not without confrontation. There was another guest checking out when my husband was at the front desk who had the same 'mysterious' mini bar charge on her bill as well, and was trying to have it corrected. Overall, the location of the Hard Rock was nice but it will be the last time that we stay in one,"
truthful,hardrock,negative,Web,"Our check in was fine, but then we got to our room. The carpet was soaking wet and stained near the bathroom because the shower (open concept) leaks water onto the floor since there are no doors. The minibar was broken and had an extremely foul odor in the room. Our final hotel bill reflected 2 charges that were incorrect...1 for the minibar that we did not use, and the second was an additional charge for a bottle of wine ($69 instead of $50). When my husband went to the front desk to have it corrected, he was met by a very unfriendly and unapologetic employee. The charge was corrected, but not without confrontation. Another guest who was checking out when my husband was at the front desk also had the same ""mysterious"" minibar charge on her bill and was trying to have it corrected. Overall, the location of the Hard Rock was nice, but this will be our last time staying there."
truthful,hardrock,negative,Web,"not worth the price. We almost stayed at a hotel for $110 a night, but instead choose the Hard Rock for $180 (a special). We were located on the 'newly renovated' Beatles floor. The carpets in the hallways looked like they needed to be replaced. Upon entering our room we found some cool Beatles artwork along with a 3x4 foot Marilyn Manson portrait. I think they were halfway done re theming the room. At checkout they tried to charge us $11 for using the mini-bar which we didn't even open. They removed the charge right away but I wonder if they try to get unsuspecting people with that charge. Nothing special here. If you want to pay a bunch extra for some light theming then this is the place for you."
truthful,hardrock,negative,Web,"Not worth the price. We almost stayed at a hotel for $110 a night but chose the Hard Rock for $180 (special offer). We were on the ""newly renovated"" Beatles floor. The carpets in the hallways looked like they needed replacing. When we got to our room we found some cool Beatles art as well as a 3x4 foot portrait of Marilyn Manson. I think they were halfway done re-theming the room. When we were checking out they tried to charge us $11 for using the mini bar that we didn't even open. They immediately waived the fee but I wonder if they are trying to lure unsuspecting people with that charge. Nothing special here. If you want to pay a little extra for a light theme then this is the place to go."
